subscriber,pre_spend,account_age,support_tickets,post_spend
1,82.15916133987989,32,1,84.9034429161896
1,59.50878533477017,23,0,71.63962326763674
1,19.622861200135894,39,0,46.597698557714466
1,52.796814721541416,9,1,68.72551998755957
1,40.07320302847418,37,2,67.26511506353441
1,62.78650002194336,52,1,79.02125061690576
0,38.11218892350949,40,0,53.45172270488816
0,48.278953377996515,14,0,56.76303824999699
0,57.57480918470686,4,2,70.63712859564957
1,62.98632791255182,20,0,68.7208707766322
0,31.995553894163358,28,4,46.12962433546498
0,44.98248146238578,14,1,63.63806042933665
0,42.87582033258566,44,2,47.01494961510756
1,40.200061511394324,34,0,65.92142875404643
1,76.48181360421646,13,0,93.14423505514118
0,56.07472566441433,31,3,57.72235015440476
1,31.086740684974323,33,2,56.6099806968875
0,63.767929205821645,52,1,72.71920129112142
1,81.8323429551895,39,1,95.00981359708982
1,65.4869789082672,28,3,88.09651436024576
0,27.2094505106898,25,1,46.78264602292984
1,42.73648890700623,32,1,68.26379781396383
1,69.00366723779933,9,1,92.21175875158954
1,39.38495801571829,28,2,57.44882191709315
0,56.657291422193424,58,2,62.71004052929986
0,61.61951080144005,31,2,66.00078067173233
0,36.09604292632876,17,3,46.32170370682007
1,49.107119659073,53,0,66.82606007339622
0,1.380989898963911,23,1,20.425827708474795
0,34.63418537998565,13,2,45.780677798447705
0,46.2114777291026,55,2,51.53107738155492
1,31.283252270527257,10,0,58.9954955756218
0,74.48616955897452,16,0,75.21052031521596
0,28.54787933059051,6,0,50.71025706020403
1,43.39933269954524,48,0,68.75342845521806
1,51.96110865929137,11,0,65.67809694114173
0,71.61909933599173,58,1,77.19576538380764
0,28.46206773230841,52,0,35.6905626044576
0,67.4474562823244,3,0,80.32887670670962
0,50.1534959152938,28,1,60.14805989402017
0,35.27737023428074,41,0,48.05532378799385
1,56.93155211394906,15,2,76.65019208090821
1,52.98589543360205,13,1,71.52640674425653
0,40.99674684261808,42,0,49.50288856840454
1,51.04703127485028,52,3,70.35652912081184
1,44.220296047073596,56,2,71.64771707262646
1,51.70276017876872,45,1,68.57930834419476
0,59.9319601178157,17,1,74.91496671852943
1,73.79025224218029,7,0,86.67186065546221
0,31.432767517597263,28,2,46.04492679376884
1,81.995500619844,38,2,105.40176878336078
0,20.718683007162472,13,1,39.397491720316765
0,47.72322357446625,17,2,59.948354502223246
1,58.82475809726865,15,1,80.32767079639373
0,54.21487801602549,36,0,68.36601921673818
0,40.659507202691096,28,1,48.34371191193826
0,46.87816624464087,15,1,59.99412008533976
1,42.604985980117505,46,1,65.37385105139204
1,41.15952864583683,53,0,52.09556839107016
1,62.744031455315366,11,0,81.43449080657332
1,55.35523228947571,56,1,69.33353475717026
0,39.60635607109019,31,0,52.24760431919649
1,63.493998131498756,4,3,85.71665674856709
1,54.60949281314914,35,1,69.01719084631942
1,62.1929317825844,34,1,79.16056812228179
1,59.44443262885419,52,0,75.42668303456148
0,37.56507483616892,27,1,55.757625769994
0,41.597284397045456,10,1,50.52855901591125
1,61.20940407684893,30,2,80.0533110466094
0,59.155553981501974,45,0,70.48131457501347
0,49.68647609053778,20,1,63.54767560184674
0,51.75991074963173,29,2,56.56349095266369
0,69.16497343682637,58,1,74.06007989688973
1,41.12642916746255,53,1,70.90823238103928
1,58.20646071755057,29,2,76.48747219134296
1,46.96711021349159,23,0,72.72571377831775
0,46.73478195159169,57,2,67.67774765370828
0,66.48165277980786,50,0,72.84754785609896
1,62.38124523482045,21,1,84.06084183709666
1,62.20264454000958,48,0,84.53068184450532
0,69.58218210731494,43,0,68.87318470397614
0,50.31505762449139,10,1,62.26145952321955
0,60.22929456942446,41,2,75.69984746643314
0,45.34599865109816,12,1,48.38688371035963
0,54.86249528732663,30,1,63.32016433758618
0,48.047854184484734,51,1,59.01103306014103
1,51.45493947489077,33,0,70.66696570113695
1,58.9273553815537,18,0,76.13731419893416
0,37.726689751497915,14,0,44.62724176032559
1,81.3858091352819,22,1,97.03553241642871
0,34.90973927750447,21,0,44.199781944835124
0,31.78717080818402,1,1,41.82771751305267
1,67.37166310250102,49,2,74.46146290110553
1,61.87494040944404,43,0,72.37900297727998
1,59.36179725578233,52,2,84.8792400359861
1,59.4251826389642,15,2,77.92826197612742
0,49.81629840729628,36,1,63.55095627390098
0,36.54118442771252,47,1,44.7956259633016
1,51.137068372905894,54,1,61.18808849209541
0,39.842574327318324,22,0,48.58979274677515
1,64.62679600126627,32,3,72.12951178923922
0,47.79413927746792,58,0,54.7330348039039
0,37.61754204811233,46,0,55.84689364494237
0,45.1792123752051,54,1,55.649822628144776
0,56.193971814134365,33,1,72.20015312015485
0,41.54413170794038,58,3,56.086320915534436
0,37.666694066503524,41,1,55.46500331300388
1,53.65530817237868,59,0,71.70748444535441
0,53.674498566630845,39,0,55.98037700383999
0,42.39585236943305,23,1,48.837789644561795
1,42.93442541572516,43,1,70.47438189102489
0,53.480749060364545,55,1,63.677878399206705
0,28.27873487754014,2,1,35.74992177361297
0,28.888043384351672,2,3,46.35764886957748
0,39.22333668121346,38,1,43.587742350439484
1,46.798292724322295,55,1,69.74291858486387
1,54.66361348397007,51,1,72.43719743631539
1,72.13034325424329,29,1,91.15071486656466
1,62.86489434803029,52,0,78.97155259451493
1,47.60092205054859,46,1,71.70660157624074
0,49.71475688145967,3,2,52.11709712160392
0,34.96205953043287,39,1,49.6407915417143
1,49.72230296011415,7,0,67.55793996659334
0,45.670120416197925,36,1,58.403715182460154
1,54.84077840507134,29,0,72.3345804652568
0,37.59153584671515,55,2,45.60106250825538
1,57.79019771361759,37,2,75.70764369968025
1,72.99108369503867,49,1,94.58094421516454
1,48.36859777314714,58,4,65.67608583284684
0,56.02567583148412,36,0,65.81976258663512
0,60.352159875666686,23,0,64.91436742435589
0,43.98169292171246,45,3,45.3631388356349
1,53.36138722715625,16,3,73.06448587204605
0,50.18888601172692,48,1,79.60799351577705
1,51.465141478232475,31,2,64.48674739558665
0,38.404853242168,34,0,55.51660069348592
1,50.36765261388414,50,0,58.43839755448205
1,57.46997436868175,1,1,75.69981906777419
0,71.76715411692562,18,1,70.45007726280308
1,64.3890623912781,58,2,83.67396390317357
1,82.29773686267335,40,2,93.07682134269305
0,38.489786556679256,43,1,47.84992347530253
0,63.08480955081017,56,1,64.80450495159297
1,52.75013008607527,56,0,61.45294031979485
0,82.8470439982651,15,2,84.80645951310636
0,37.87552571967273,48,3,46.74781025058998
1,37.40417236728836,49,2,57.83906219050221
0,41.009110318339665,17,1,51.09661048923304
0,18.141564135352898,44,0,30.31112821582215
0,42.113674674788584,10,0,54.28520701918806
0,38.61301007669453,20,0,49.799206183986726
0,52.25590679714311,6,0,65.93231466402958
1,55.12633963665739,8,1,85.99752675902916
1,78.14256258823829,45,1,93.6546981522297
0,64.25635757279075,34,0,76.93967115074004
0,41.346445165063955,32,1,53.70433771043289
0,36.52377992977463,51,0,51.54595344302176
0,57.37878757259759,54,3,64.27303121173597
0,30.196501894690368,42,3,43.644684777653865
0,77.47188148781531,4,4,78.00171293035162
1,67.69160181081931,44,1,91.24164505048478
1,42.962365218429426,50,2,69.20964660768038
1,24.302982063636836,39,0,50.71810364548183
0,70.3080856124812,20,1,71.12015926246595
1,48.28190232121073,24,1,67.74306614837542
1,68.56724467960193,24,0,89.69106718586734
0,26.083585118084493,55,0,53.09655999641479
0,41.00937465569341,26,1,53.19346641578291
1,50.07865549577275,25,1,76.1901365163479
0,50.70470890647113,36,1,61.430703197585665
0,43.249017927811344,7,0,60.97812989135751
0,59.34274898521248,10,1,57.02169067678419
1,33.98569355926108,58,0,52.8835670043447
1,47.8643077246806,47,2,69.85818181721149
0,51.804434475678484,12,0,55.359714476985374
0,57.71658251088124,1,1,68.29554094774353
0,60.674223171333345,52,0,68.73677909360377
0,33.13036862243196,50,0,38.47655229358501
0,26.988287438965667,25,2,32.63052751034634
1,69.16515232847763,16,0,86.99699130093359
0,54.98471017969388,5,0,58.252384909014694
0,38.7727019516517,19,1,48.73203699600872
0,73.26727963283784,4,1,81.76855078000308
0,51.73511951439288,6,0,60.978655411826296
0,67.6894577609574,26,0,72.03663475329172
0,51.01277722115164,49,3,53.22612972148522
0,80.91121887322981,39,0,92.22804040155935
1,76.33011263664807,56,1,95.09070926074045
0,46.2655377728139,55,1,53.79101948779848
1,64.57356426431534,39,0,77.1433606256366
1,59.680639243777215,9,0,74.93508710738298
1,70.52947336298523,45,1,81.52772792849444
0,35.52614809129843,52,1,46.937505469434846
1,60.29077189997659,14,1,83.81361589087803
0,65.87636730274382,48,0,77.75918181984865
0,23.618907703653285,55,2,43.93648274340573
0,32.25112231001337,9,1,39.31336146490699
0,19.411517333598493,15,2,30.350508591496784
0,45.95889748333163,37,2,61.57913685159336
1,60.76313383693943,50,0,80.86458197467229
1,72.53535578144042,53,0,85.85532607715052
1,51.111421706296625,20,2,74.44673604880536
1,74.42923318356938,8,0,92.06731064894048
0,29.29847812677663,32,2,35.775521493889684
0,24.44926340967268,47,2,28.269434328424225
1,49.16678451655072,21,0,69.26846935516117
0,55.76098173408961,57,2,53.811730399996634
1,49.509578778588605,41,1,75.08558206891611
0,18.98836849940185,19,0,37.74326776616539
1,48.66319940730818,29,1,67.09098861849837
0,30.432957492427203,58,1,38.18422304295119
1,60.04508823245058,31,0,73.35235227156282
1,55.498973691452726,54,0,59.26266944078736
0,35.90180320508967,6,0,55.693044318214795
1,42.2919962399496,4,1,64.80334371021165
1,34.11179717166573,43,2,56.388134166672465
1,49.059813540902425,29,1,78.42328446532397
0,64.32713480751858,42,0,66.72096121732524
0,35.21410930496684,3,2,47.1624233158768
0,57.560697732767665,1,1,62.571998131269716
1,42.04613572441339,44,0,74.04073210653208
0,38.10690751606484,55,1,49.03984581513993
0,48.394544600681634,15,2,59.641183764722015
0,34.47136516370939,47,0,55.68117366821198
1,41.69526041979227,21,0,68.77769950562572
1,32.03183161116728,46,0,47.49920487246397
1,79.47087699374583,58,0,92.00187475284301
0,50.52895327957593,31,3,60.072177286909806
0,39.50411738011122,7,2,52.40560979805744
0,53.20969866101333,17,1,64.14316491677924
1,48.31507925463755,56,3,64.12166598421696
1,46.685456007001655,19,1,74.98854593055859
0,59.21250050065138,39,2,69.5988158442728
0,61.36261565070958,3,2,72.34201774403924
0,42.04248278584209,30,2,60.497855296726925
0,41.3627263903298,35,1,54.47337220932701
0,45.874224542725344,58,1,55.65446362127871
1,15.471182528966224,57,0,40.56208700741945
1,27.272134067021717,29,0,50.692551638420625
1,70.50311401166786,50,0,85.59502405238493
1,74.67451570251926,52,0,80.18064061077965
0,46.264459406654325,54,1,53.90646719231674
1,58.648354445836496,14,0,71.4522230182043
1,54.66875231815304,35,0,63.59113445123883
1,96.18321212682856,28,0,107.73105788075937
1,66.79362367151865,58,0,85.65233973293694
0,48.0812361277885,30,0,54.15842352326673
0,35.666893390993614,26,1,47.1327879315447
0,25.90330519613641,7,2,43.55105469457946
1,53.051954538008346,39,0,70.93403694928321
1,38.654738820735446,31,0,60.241882397483174
0,28.666194356034886,5,0,41.70937526012674
0,40.301406736362104,35,0,55.24954815164029
1,33.77677994578407,50,1,56.9375221015788
1,75.30712452608847,47,1,88.6189885614152
1,63.224596354241754,52,2,78.20574517621026
0,49.88041038025074,14,0,55.71672039029211
1,72.19916208335039,36,2,90.74479417526373
1,51.16052461471428,27,0,73.75896401186408
1,37.08073698007605,24,1,59.63415985653487
1,72.84686115904486,40,2,92.96703450086244
1,58.08365065526988,29,0,76.52089814501441
1,34.441307685103155,53,0,59.175877215908834
1,47.14491982874588,45,2,64.86792887526194
0,36.86572619922865,22,2,55.48789092223055
0,29.25800403553496,8,0,44.21687343042554
1,63.892663212974625,15,0,83.04722297385669
1,78.64124960705196,49,0,93.2467699652915
0,29.02148639271288,5,0,43.638566468338695
1,58.444538550358565,52,2,78.06075005589925
0,40.2403614631726,4,1,41.924292997202045
1,42.69311924352956,11,0,66.2739062409366
1,41.11409113641696,18,0,59.33287209223688
1,37.04013845480276,42,0,58.474860314230696
1,50.72782441917241,49,1,67.3028631882977
1,37.535748253834434,30,0,64.18276693191955
1,54.056852386697585,15,1,69.28433753320152
1,49.246428358262946,6,2,67.92431536810759
0,46.41577929700385,55,0,53.88623448942532
0,36.386545069376034,53,1,45.399702550216745
0,41.34843004147501,16,2,49.42650483907372
1,61.33086838738634,47,2,72.85133509050229
1,57.51375781436571,40,2,73.19481322147051
1,35.33667132802174,9,1,59.23273147415252
0,51.489984581438385,43,1,56.635047262342106
0,61.27080685057683,59,1,69.6451052812565
0,24.958920783179423,34,0,42.61631477584322
1,58.15040288569902,27,1,75.83056910160889
0,40.060643615812296,13,0,46.09598909891155
1,58.55898002889739,36,0,68.0513751159727
1,38.55111265186225,27,0,64.88791443903706
1,22.926768490032213,9,1,56.057257528786955
0,25.586863431752562,5,0,47.519125778713956
0,50.72127419992073,51,0,62.083641323546175
1,53.89583752582223,22,0,74.66730530202427
0,36.43525062343387,31,0,48.05653532094097
0,59.57888688166061,3,1,66.48450245928784
0,25.0771990659656,30,0,36.42261104536992
1,49.00880302029025,21,2,64.97564625874436
1,31.83475700356315,35,0,46.106877733520044
0,40.222458382967616,6,1,55.677586010315245
0,50.71098006974621,28,1,63.32247236633647
0,37.09379952074072,32,2,47.77966055662245
1,44.23166683655262,42,0,71.66763024017922
0,65.0943921382166,37,1,83.24588211384199
0,41.34662195715277,25,0,45.633108273327295
1,62.535381680977125,32,1,82.86328087952117
0,33.05439718013573,35,0,46.33672874610074
0,57.947062668729245,22,2,74.40857342483297
1,71.6235293098685,24,0,84.69996821108094
0,12.925332498090661,39,0,35.65057608709723
1,38.046571167942844,54,0,63.88127595722946
1,58.6560819077081,30,1,82.68913038866549
1,46.95431920935511,50,1,63.94130864703187
0,55.56718810056963,32,3,62.525572627173304
0,40.94022219926269,31,3,55.38947076495214
1,51.2988468120935,23,0,76.69649297983113
0,47.664841469118805,40,0,59.24106273087652
0,67.5167309248971,33,0,64.52021075013349
0,53.816312649518196,25,2,68.98360445822411
1,55.064039931128036,36,0,80.5302860520199
0,43.82184550816299,24,0,52.31160171084504
0,42.6859066389126,31,0,58.40274626798798
0,43.51162718270569,58,1,57.26978446915332
1,55.91678213567445,39,0,70.27657650272718
0,43.68523278769605,46,1,59.389796428075876
1,54.34662285344619,13,1,73.26193677106814
1,81.13101197968157,10,1,88.11432695979296
1,63.06687055147539,23,0,84.94565050240584
0,45.10964701748238,18,2,66.66172491863527
1,68.01820883245918,32,0,72.89830551561178
1,43.87886940467673,33,1,66.63218127536044
0,19.428131972332192,36,2,36.874266657214136
1,34.87870533623894,28,2,52.13218158793556
0,21.938121184612164,16,1,42.68223390031604
1,44.72729773938037,16,0,60.32269467976527
0,50.276275687843274,18,1,60.64324256283849
0,75.14655968412924,8,2,76.37453938509444
0,54.90391060646244,42,1,58.794081476283694
0,46.71349206786704,16,0,59.2270185694447
1,62.441083717752335,55,0,76.39433307164133
0,16.832970364881724,56,3,39.86877978834107
0,53.53421837162849,11,0,62.93663655331625
0,61.562977908304504,6,0,73.55162501986797
0,27.821206313302376,1,0,46.248499710604364
0,67.15631064810394,12,1,79.66967972617063
1,55.07744611241621,57,1,72.60855584151189
1,43.77068129148798,38,1,64.40771895038844
0,59.491727991594274,28,1,63.15424335623491
0,84.06039286706593,45,1,87.9465056722963
1,52.72799382587743,58,1,68.18577635006203
0,53.723308794505044,17,0,68.65767137286804
0,43.109586506896335,1,1,49.90539124215889
0,37.25233445802812,32,1,47.623911644540655
1,62.455037248163684,8,1,82.68881928798022
1,37.15874261136699,54,1,62.250127317073776
0,51.073493558290885,40,0,55.13388191178506
0,42.83513829852325,56,1,51.265993692752225
1,57.18469738619588,43,1,74.20782651144883
1,55.00493157930423,46,3,73.16306702975525
1,65.56309916386849,24,1,83.43580671470515
0,42.349754017178796,10,1,57.65369702415163
1,45.95187597059943,47,1,66.05837093112471
1,35.31854426326539,39,0,58.72248607021866
1,43.33560109885833,39,1,60.74265697812219
1,55.65950739567278,10,4,82.03465402126051
1,61.35482924968028,36,0,81.14262359825575
0,36.167520137335615,25,1,47.50883070962008
1,63.044088801584905,50,0,86.58140157968774
1,70.33456788207427,59,1,88.11995961166326
1,56.20152354835551,57,0,76.06095604808398
0,78.151937188371,10,1,82.54547335025566
0,38.39316201344641,19,0,55.79453472357675
0,31.330179450328746,46,0,53.12971951992101
1,23.31919626643582,45,2,53.65078926102464
0,72.44066467233775,15,0,78.11482658136352
1,59.81548484531086,16,2,84.54954435870579
0,49.16622993634317,2,1,58.029633282270474
1,54.1995293947973,29,1,68.94952735637976
0,33.11766429052435,4,0,50.54344369241772
0,86.68627969425239,53,1,96.55156476698389
1,51.93831772962841,50,1,71.54915006960964
1,51.64092191907339,29,3,79.5545612286089
0,60.88649935848038,31,0,61.4570465090782
0,57.2151384760507,17,1,65.31032772367746
0,53.35826036418697,10,0,58.42038714805866
0,38.142883168320324,27,0,46.15078433078889
0,57.072025357039934,53,0,65.49931173094168
1,78.2303674471255,41,0,101.19806633018544
0,70.18130069232467,15,0,82.73255411310285
1,73.89779939959095,44,0,96.0948226860984
1,42.33176485353222,31,1,66.08878069317971
0,35.15592769612129,21,1,46.687974221827766
1,48.11319619850528,59,0,70.16668201149565
0,50.835873684330416,58,2,53.58909372385647
1,66.41287277706422,41,0,90.85559431133154
0,24.61303055427771,46,0,30.771385462515994
1,72.9432547919092,45,0,87.7147802718164
0,47.629881521315156,26,0,58.10115912915703
0,43.5967839507887,38,0,59.11225496233221
